SGD ID	Type	Qualifier	Feature Name	Standard Gene Name	Alias	Parent Feature Name	Secondary SGDID	Chromosome	Start_coordinate	Stop_coordinate	Strand	Genetic Position	Coordinate Version	Sequence Version	Description
S000001742	ORF	Verified	YKR034W	DAL80	UGA43	chromosome 11	L000000480	11	506898	507707	W	14	2/3/2011	7/31/1996	"Negative regulator of genes in multiple nitrogen degradation pathways; expression is regulated by nitrogen levels and by Gln3p; member of the GATA-binding family, forms homodimers and heterodimers with Gzf3p; DAL80 has a paralog, GZF3, that arose from the whole genome duplication"
S000001741	ORF	Dubious	YKR033C			chromosome 11		11	507304	506879	C		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene DAL80"
S000006435	ORF	Verified	YKR035W-A	DID2	VPL30|VPS46|CHM1|FTI1	chromosome 11	L000004496	11	507939	508553	W		2/3/2011	7/17/1999	Class E protein of the vacuolar protein-sorting (Vps) pathway; binds Vps4p and directs it to dissociate ESCRT-III complexes; forms a functional and physical complex with Ist1p; human ortholog may be altered in breast tumors
S000001743	ORF	Dubious	YKR035C	OPI8		chromosome 11		11	508561	507920	C		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene DID2/YKR035W-A"
S000001744	ORF	Verified	YKR036C	CAF4		chromosome 11	L000003417	11	510633	508702	C		2/3/2011	1996-07-31|2006-05-08|2011-02-03	"WD40 repeat-containing protein associated with the CCR4-NOT complex; interacts in a Ccr4p-dependent manner with Ssn2p; also interacts with Fis1p, Mdv1p and Dnm1p and plays a role in mitochondrial fission; CAF4 has a paralog, MDV1, that arose from the whole genome duplication"
S000001745	ORF	Verified	YKR037C	SPC34		chromosome 11	L000004696	11	511797	510910	C		2/3/2011	7/31/1996	Essential subunit of the Dam1 complex (aka DASH complex); complex couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; also localized to nuclear side of spindle pole body
S000001746	ORF	Verified	YKR038C	KAE1	tRNA N6-adenosine threonylcarbamoyltransferase	chromosome 11		11	513159	511999	C		2/3/2011	2003-09-22|1996-07-31	"Highly conserved ATPase of HSP70/DnaK family; essential functional component of the EKC/KEOPS complex, with Bud32p, Cgi121p, Pcc1p, and Gon7p; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription"
S000001747	ORF	Verified	YKR039W	GAP1	amino acid permease GAP1	chromosome 11	L000000667	11	515063	516871	W	27	2/3/2011	7/31/1996	General amino acid permease; Gap1p senses the presence of amino acid substrates to regulate localization to the plasma membrane when needed; essential for invasive growth
S000001749	ORF	Verified	YKR041W			chromosome 11		11	518198	518950	W		2/3/2011	7/31/1996	Protein of unknown function; localizes to the mitotic spindle; overexpression of YKR041W affects endocytic protein trafficking
S000001748	ORF	Dubious	YKR040C			chromosome 11		11	518566	518063	C		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YKR041W"
S000001750	ORF	Verified	YKR042W	UTH1	SUN family protein UTH1	chromosome 11	L000002766	11	519527	520624	W		2/3/2011	1996-07-31|2005-11-03	"Mitochondrial inner membrane protein; role in mitophagy is disputed; implicated in cell wall biogenesis, the oxidative stress response, life span during starvation, and cell death; SUN family member; UTH1 has a paralog, NCA3, that arose from the whole genome duplication"
S000001751	ORF	Verified	YKR043C	SHB17	sedoheptulose-bisphosphatase	chromosome 11		11	521712	520897	C		2/3/2011	7/31/1996	"Sedoheptulose bisphosphatase involved in riboneogenesis; dephosphorylates sedoheptulose 1,7-bisphosphate, which is converted via the nonoxidative pentose phosphate pathway to ribose-5-phosphate; facilitates the conversion of glycolytic intermediates to pentose phosphate units; also has fructose 1,6-bisphosphatase activity but this is probably not biologically relevant, since deletion does not affect FBP levels; GFP-fusion protein localizes to the cytoplasm and nucleus"
S000001752	ORF	Verified	YKR044W	UIP5		chromosome 11		11	522015	523346	W		2/3/2011	7/31/1996	Protein of unknown function that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates
S000001753	ORF	Uncharacterized	YKR045C			chromosome 11		11	523969	523418	C		2/3/2011	2003-09-22|1996-07-31	Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm
S000001754	ORF	Verified	YKR046C	PET10		chromosome 11		11	525074	524223	C		2/3/2011	7/31/1996	Protein of unknown function that localizes to lipid particles; localization suggests a role in lipid metabolism; expression pattern suggests a role in respiratory growth; computational analysis of large-scale protein-protein interaction data suggests a role in ATP/ADP exchange
S000001755	ORF	Dubious	YKR047W			chromosome 11		11	525257	525562	W		2/3/2011	7/31/1996	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene NAP1"
S000001756	ORF	Verified	YKR048C	NAP1	histone chaperone NAP1	chromosome 11	L000001232	11	526640	525387	C		2/3/2011	7/31/1996	Histone chaperone; involved in histone exchange by removing and replacing histone H2A-H2B dimers or histone variant dimers from assembled nucleosomes; involved in the transport of H2A and H2B histones to the nucleus; required for the regulation of microtubule dynamics during mitosis; interacts with mitotic cyclin Clb2p; controls bud morphogenesis; phosphorylated by CK2; protein abundance increases in response to DNA replication stress
S000001757	ORF	Verified	YKR049C	FMP46	putative redox protein	chromosome 11		11	527231	526830	C		2/3/2011	7/31/1996	"Putative redox protein containing a thioredoxin fold; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
S000001758	ORF	Verified	YKR050W	TRK2	RPD2	chromosome 11	L000002335	11	527815	530484	W	15	2/3/2011	7/31/1996	"Component of the Trk1p-Trk2p potassium transport system; contributes to K(+) supply and maintenance of plasma-membrane potential; TRK2 has a paralog, TRK1, that arose from the whole genome duplication"
S000001759	ORF	Uncharacterized	YKR051W			chromosome 11		11	530946	532202	W		2/3/2011	7/31/1996	Putative protein of unknown function
S000001760	ORF	Verified	YKR052C	MRS4	Fe(2+) transporter	chromosome 11	L000001180	11	533464	532550	C		2/3/2011	7/31/1996	"Iron transporter of the mitochondrial carrier family; mediates Fe2+ transport across the inner mitochondrial membrane; active under low-iron conditions; may transport other cations; protein abundance increases in response to DNA replication stress; MRS4 has a paralog, MRS3, that arose from the whole genome duplication"
S000001761	ORF	Verified	YKR053C	YSR3	sphinganine kinase YSR3|LBP2	chromosome 11	L000004404	11	535281	534067	C		2/3/2011	7/31/1996	"Dihydrosphingosine 1-phosphate phosphatase; membrane protein involved in sphingolipid metabolism; YSR3 has a paralog, LCB3, that arose from the whole genome duplication"
S000001762	ORF	Verified	YKR054C	DYN1	dynein heavy chain|PAC6|DHC1	chromosome 11	L000000538	11	547925	535647	C	24.6	2/3/2011	7/31/1996	"Cytoplasmic heavy chain dynein; microtubule motor protein; member of the AAA+ protein family, required for anaphase spindle elongation; involved in spindle assembly, chromosome movement, and spindle orientation during cell division, targeted to microtubule tips by Pac1p; motility along microtubules inhibited by She1p"
S000001763	ORF	Verified	YKR055W	RHO4	Rho family GTPase RHO4	chromosome 11	L000001633	11	548216	549091	W		2/3/2011	7/31/1996	Non-essential small GTPase; member of the Rho/Rac subfamily of Ras-like proteins; likely to be involved in the establishment of cell polarity; has long N-terminal extension that plays an important role in Rho4p function and is shared with Rho4 homologs in other yeasts and filamentous fungi
S000001764	ORF	Verified	YKR056W	TRM2	RNC1|NUD1|NUC2	chromosome 11	L000001652|L000001284	11	549448	551367	W		2/3/2011	2004-02-13|1996-07-31	tRNA methyltransferase; 5-methylates the uridine residue at position 54 of tRNAs and may also have a role in tRNA stabilization or maturation; endo-exonuclease with a role in DNA repair
S000001765	ORF	Verified	YKR057W	RPS21A	eS21|ribosomal 40S subunit protein S21A|S21e|YS25|S26A|S21A|RPS25	chromosome 11	L000001761	11	551657	552242	W		2/3/2011	7/31/1996	"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S21, no bacterial homolog; RPS21A has a paralog, RPS21B, that arose from the whole genome duplication"
S000001766	ORF	Verified	YKR058W	GLG1	glycogenin glucosyltransferase GLG1	chromosome 11	L000002878	11	552770	554620	W		2/3/2011	1996-07-31|2005-12-01	"Glycogenin glucosyltransferase; self-glucosylating initiator of glycogen synthesis, also glucosylates n-dodecyl-beta-D-maltoside; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole respectively; similar to mammalian glycogenin; GLG1 has a paralog, GLG2, that arose from the whole genome duplication"
S000001767	ORF	Verified	YKR059W	TIF1	translation initiation factor eIF4A|eIF4A	chromosome 11	L000002302	11	554987	556174	W	22	2/3/2011	7/31/1996	"Translation initiation factor eIF4A; DEA(D/H)-box RNA helicase that couples ATPase activity to RNA binding and unwinding; forms a dumbbell structure of two compact domains connected by a linker; interacts with eIF4G; protein abundance increases in response to DNA replication stress; TIF1 has a paralog, TIF2, that arose from the whole genome duplication"
S000001768	ORF	Verified	YKR060W	UTP30		chromosome 11		11	556518	557342	W		2/3/2011	7/31/1996	Putative subunit of U3-containing 90S preribosome complex; complex is involved in production of 18S rRNA and assembly of small ribosomal subunit
S000001769	ORF	Verified	YKR061W	KTR2	mannosyltransferase KTR2	chromosome 11	L000000925	11	557677	558954	W		2/3/2011	7/31/1996	"Mannosyltransferase involved in N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR2 has a paralog, YUR1, that arose from the whole genome duplication"
S000001770	ORF	Verified	YKR062W	TFA2	transcription factor TFIIE subunit TFA2	chromosome 11	L000002596	11	559666	560652	W		2/3/2011	7/31/1996	TFIIE small subunit; involved in RNA polymerase II transcription initiation
S000001771	ORF	Verified	YKR063C	LAS1	rRNA-processing protein LAS1	chromosome 11	L000000931	11	562297	560789	C		2/3/2011	7/31/1996	Endonuclease involved in pre-rRNA processing at both ends of ITS2; functions with Grc3p in a conserved mechanism to modulate rRNA processing and ribosome biogenesis; may coordinate the action of the Rat1p-Rai1p exoRNAse; required for the G1/S cell cycle transition; human ortholog is Las1L; mutants require the SSD1-v allele for viability
S000001772	ORF	Verified	YKR064W	OAF3		chromosome 11		11	562547	565138	W		2/3/2011	7/31/1996	"Putative transcriptional repressor with Zn(2)-Cys(6) finger; negatively regulates transcription in response to oleate levels, based on mutant phenotype and localization to oleate-responsive promoters; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; forms nuclear foci upon DNA replication stress"
S000001773	ORF	Verified	YKR065C	PAM17	FMP18	chromosome 11		11	565892	565299	C		2/3/2011	7/31/1996	Constituent of the TIM23 complex; proposed alternatively to be a component of the import motor (PAM complex) or to interact with and modulate the core TIM23 (Translocase of the Inner mitochondrial Membrane) complex; protein abundance increases in response to DNA replication stress
S000001774	ORF	Verified	YKR066C	CCP1	cytochrome-c peroxidase	chromosome 11	L000000238	11	567198	566113	C		2/3/2011	7/31/1996	"Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria, involved in the response to oxidative stress"
S000001775	ORF	Verified	YKR067W	GPT2	bifunctional glycerol-3-phosphate/glycerone-phosphate O-acyltransferase GPT2|GAT1	chromosome 11		11	567918	570149	W		2/3/2011	7/31/1996	Glycerol-3-phosphate/dihydroxyacetone phosphate sn-1 acyltransferase; located in lipid particles and the ER; involved in the stepwise acylation of glycerol-3-phosphate and dihydroxyacetone in lipid biosynthesis; the most conserved motifs and functionally relevant residues are oriented towards the ER lumen
S000001776	ORF	Verified	YKR068C	BET3	TRAPP complex core subunit BET3	chromosome 11	L000004057	11	570909	570328	C		2/3/2011	7/31/1996	"Core component of transport protein particle (TRAPP) complexes I-III; TRAPP complexes are related multimeric guanine nucleotide-exchange factors for the GTPase Ypt1, regulating ER-Golgi traffic (TRAPPI), intra-Golgi traffic (TRAPPII), endosome-Golgi traffic (TRAPPII and III) and autophagy (TRAPPIII); hydrophilic homodimeric protein that acts in conjunction with SNARE proteins in targeting and fusion of ER to Golgi transport vesicles"
S000001777	ORF	Verified	YKR069W	MET1	uroporphyrinogen-III C-methyltransferase|MET20	chromosome 11	L000001089	11	571612	573393	W		2/3/2011	7/31/1996	"S-adenosyl-L-methionine uroporphyrinogen III transmethylase; involved in the biosynthesis of siroheme, a prosthetic group used by sulfite reductase; required for sulfate assimilation and methionine biosynthesis"
S000001778	ORF	Uncharacterized	YKR070W			chromosome 11		11	573574	574632	W		2/3/2011	7/31/1996	"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
S000001779	ORF	Verified	YKR071C	DRE2	electron carrier DRE2	chromosome 11		11	575980	574934	C		2/3/2011	7/31/1996	Component of the cytosolic Fe-S protein assembly (CIA) machinery; contains an Fe-S cluster that receives electrons from NADPH via the action of Tah18p in an early step in the CIA pathway; ortholog of human Ciapin1; protein abundance increases in response to DNA replication stress; inviability of the null mutant is functionally complemented by human CIAPIN1
